...1,Year,Treatments,DepNH4,DepNO3,DepP,DepBC,DepSO4,DepHCO3,DepCl,Nin_i,P2O5in_i,K2Oin_i,Nin_o,Pin_o,Kin_o,Cain_o,Mgin_o,Nain_o,Sin_o,Clin_o,Cin_o,c1_yield_grain,c1_yield_straw,N_c1_grain,P_c1_grain,K_c1_grain,Ca_c1_grain,Mg_c1_grain,Na_c1_grain,S_c1_grain,Cl_c1_grain,N_c1_straw,P_c1_straw,K_c1_straw,Ca_c1_straw,Mg_c1_straw,Na_c1_straw,S_c1_straw,Cl_c1_straw,c2_yield_grain,c2_yield_straw,N_c2_grain,P_c2_grain,K_c2_grain,Ca_c2_grain,Mg_c2_grain,Na_c2_grain,S_c2_grain,Cl_c2_grain,N_c2_straw,P_c2_straw,K_c2_straw,Ca_c2_straw,Mg_c2_straw,Na_c2_straw,S_c2_straw,Cl_c2_straw,w,Wsur,Ph,Nfix,BC_we,BC_poolchange,Manure_mount,Ph_manure,Water_manure,CaCO3_decrease_eq,...69,Pin_i,Sin_i,Cain_i,Kin_i,Clin_i,C1_N,C1_P,C1_K,C1_Ca,C1_Mg,C1_Na,C1_S,C1_Cl,C2_N,C2_P,C2_K,C2_Ca,C2_Mg,C2_Na,C2_S,C2_Cl,Up_N,Up_P,Up_K,Up_Ca,Up_Mg,Up_Na,Up_S,Up_Cl,Up_eq_NH4,Up_eq_NO3,Up_eq_P,Up_eq_S,Up_eq_Cl,Up_eq_K,Up_eq_Ca,Up_eq_Mg,Up_eq_Na,AVrate,NH4in_eq_i,NO3in_eq_i,NH4in_eq_o,NO3in_eq_o,N_eq_fix,N_sur,N_eq_sur,Pin_eq_i,Pin_eq_o,P_sur,P_eq_sur,Kin_eq_i,Kin_eq_o,Sin_eq_i,Sin_eq_o,S_sur,S_eq_sur,S_eq_le,Clin_eq_i,Clin_eq_o,Cl_sur,Cl_eq_sur,Cl_eq_le,Cain_eq_i,Cain_eq_o,Mgin_eq_o,Nain_eq_o,BC_eq_le,BC_eq_sur,H_c_manure,Hin_eq_o,H_eq_in_i,H_eq_in_dep,Up_eq_H,H_eq_le,H_c,HCO3_c,HCO3_eq_le,HCO3_eq_in_o,NO3_eq_le,n_eq_sur,p_eq_sur,s_eq_sur,bc_eq_sur,N_pro,BC_pro,H_pro,HCO3_net_pro,H_total,BC_consum
Mengcheng,1984,NPK,0.29,0.06,0.01,0.35,0.14,0,0.08,180,90,135,0,0,0,0,0,0,0,0,0,3520.625,3872.6875,15.63,3.28,4,0.364646438961315,0.364646438961315,0.0130958708568768,1.57144949210385,1.465,5.19,1.31,8.1,1.8979636304501,0.137295433056982,0.0397033895532219,1.43376741875475,17.7,1010.07,1616.112,27.91125426,8.93560385,15,1.91,1.99,0.02,0.3,0.01,18.1,1.96,11.7,17.1,4.8,1,2.1,3.4,13,0.450704,7.11,85,0.053,-0.0175644685676228,0,8.015,0,-0.366429661790343,,39.2957746478873,68.8235294117647,105.882352941176,112.05,101.925,75.126616875,16.620870625,45.45126875,8.6340033962669,1.81548567657504,0.199864470765885,11.0850175286569,73.704284375,57.4439477903982,12.1931649007695,34.0595604,29.5647489,9.7673769,1.6363134,3.6968562,5.5048815,132.570564665398,28.8140355257695,79.51082915,38.1987522962669,11.582862576575,1.83617787076589,14.7818737286569,79.209165875,0.473466302376422,0.473466302376422,0.0929485016960306,0.0923867108041056,0.223124410915493,0.203873920897436,0.190622048486785,0.0953125906321747,0.00798693484378153,0.238132,0.489772285714286,0.489772285714286,0,0,0.607142857142857,138.565675334602,0.989754823818584,0.126760563380282,0,13.5817391221178,0.043812061684251,0.287307692307692,0,0.430147058823529,0,76.4416556831078,0.477760348019424,0.477760348019424,0.287112676056338,0,51.115834125,0.143988265140845,0.143988265140845,0.528381420935059,0,0,0,1.10488774874054,0.301463956592231,9.66050878989812e-09,0,0.028331185017398,-0.35,-0.0893358714445484,0.000349857680453017,7.7624711662869e-08,0.816695177867814,0.368087783445735,0,0.115401209814988,0.989754823818584,0.0438120616842511,0.477760348019424,0.301463956592231,0.345401209814988,0.0893358714445483,-0.322018672663055,0.734517445236078,0.847235853832559,0.436994130357965
Mengcheng,1985,NPK,0.29,0.06,0.01,0.35,0.14,0,0.08,180,90,135,0,0,0,0,0,0,0,0,0,3265.85,3592.435,15.63,3.28,4,0.364646438961315,0.364646438961315,0.0130958708568768,1.57144949210385,1.465,5.19,1.31,8.1,1.8979636304501,0.137295433056982,0.0397033895532219,1.43376741875475,17.7,1111.98,1779.168,27.91125426,8.93560385,15,1.91,1.99,0.02,0.3,0.01,18.1,1.96,11.7,17.1,4.8,1,2.1,3.4,13,0.242744,7.11,85,0.053,-0.0175644685676228,0,8.015,0,-0.366429661790343,,39.2957746478873,68.8235294117647,105.882352941176,112.05,101.925,69.68997315,15.41807785,42.1621235,8.00919154743781,1.68410549173587,0.18540099608756,10.2828345807816,68.37056975,63.2396973120348,13.423382049123,37.4959656,32.5476546,10.7528466,1.8014076,4.0698468,6.060291,132.929670462035,28.841459899123,79.6580891,40.5568461474378,12.4369520917359,1.98680859608756,14.3526813807816,74.43086075,0.474748823078696,0.474748823078696,0.0930369674165258,0.0897042586298849,0.209664396478873,0.204251510512821,0.202389571073596,0.102340687856292,0.00864214249428761,0.238132,0.489772285714286,0.489772285714286,0,0,0.607142857142857,138.206569537965,0.987189782414037,0.126760563380282,0,13.5543147487643,0.0437235959637559,0.287307692307692,0,0.430147058823529,0,76.8708480309832,0.480442800193645,0.480442800193645,0.287112676056338,0,55.89413925,0.157448279577465,0.157448279577465,0.528381420935059,0,0,0,1.08505933166372,0.281635539515413,9.66050878989812e-09,0,0.028331185017398,-0.35,-0.125218289411712,0.000188429330078915,7.7624711662869e-08,0.816695177867814,0.198247854256345,0,0.249108826966346,0.987189782414037,0.0437235959637559,0.480442800193645,0.281635539515413,0.479108826966346,0.125218289411712,-0.321857244312681,0.564677516046687,0.847147388112064,0.436994130357965
Mengcheng,1986,NPK,0.29,0.06,0.01,0.35,0.14,0,0.08,180,90,135,0,0,0,0,0,0,0,0,0,3364.75,3701.225,15.63,3.28,4,0.364646438961315,0.364646438961315,0.0130958708568768,1.57144949210385,1.465,5.19,1.31,8.1,1.8979636304501,0.137295433056982,0.0397033895532219,1.43376741875475,17.7,1283.12,2052.992,27.91125426,8.93560385,15,1.91,1.99,0.02,0.3,0.01,18.1,1.96,11.7,17.1,4.8,1,2.1,3.4,13,0.11773,7.11,85,0.053,-0.0175644685676228,0,8.015,0,-0.366429661790343,,39.2957746478873,68.8235294117647,105.882352941176,112.05,101.925,71.80040025,15.88498475,43.4389225,8.25173454360775,1.73510539471141,0.1910155094648,10.594230493037,70.44104125,72.9726437660912,15.489316332012,43.2668064,37.5569224,12.4077704,2.0786544,4.6962192,6.993004,144.773044016091,31.374301082012,86.7057289,45.8086569436078,14.1428757947114,2.2696699094648,15.290449693037,77.43404525,0.517046585771754,0.517046585771754,0.1012074228452,0.0955653105814811,0.218124071126761,0.222322381794872,0.228597519554907,0.116378323758168,0.00987252159630138,0.238132,0.489772285714286,0.489772285714286,0,0,0.607142857142857,126.363195983909,0.90259425702792,0.126760563380282,0,11.0214735658753,0.0355531405350817,0.287307692307692,0,0.430147058823529,0,75.9330797187278,0.474581748242048,0.474581748242048,0.287112676056338,0,52.89095475,0.148988604929577,0.148988604929577,0.528381420935059,0,0,0,1.02551249689647,0.222088704748161,9.66050878989812e-09,0,0.028331185017398,-0.35,-0.162273942150807,9.13875730406956e-05,7.7624711662869e-08,0.816695177867814,0.0961495232903778,0,0.305884008007505,0.90259425702792,0.0355531405350817,0.474581748242048,0.222088704748161,0.535884008007505,0.162273942150807,-0.321760202555643,0.46257918508072,0.838976932683389,0.436994130357965
Mengcheng,1987,NPK,0.29,0.06,0.01,0.35,0.14,0,0.08,180,90,135,0,0,0,0,0,0,0,0,0,3364.75,3701.225,15.63,3.28,4,0.364646438961315,0.364646438961315,0.0130958708568768,1.57144949210385,1.465,5.19,1.31,8.1,1.8979636304501,0.137295433056982,0.0397033895532219,1.43376741875475,17.7,1070.485,1712.776,27.91125426,8.93560385,15,1.91,1.99,0.02,0.3,0.01,18.1,1.96,11.7,17.1,4.8,1,2.1,3.4,13,0.462062,7.11,85,0.053,-0.0175644685676228,0,8.015,0,-0.366429661790343,,39.2957746478873,68.8235294117647,105.882352941176,112.05,101.925,71.80040025,15.88498475,43.4389225,8.25173454360775,1.73510539471141,0.1910155094648,10.594230493037,70.44104125,60.8798246165161,12.9224708473673,36.0967542,31.33309595,10.35158995,1.7341857,3.9179751,5.83414325,132.680224866516,28.8074555973672,79.5356767,39.5848304936078,12.0866953447114,1.9252012094648,14.512205593037,76.2751845,0.473857945951843,0.473857945951843,0.0929272761205395,0.0907012849564811,0.214859674647887,0.203937632564103,0.197538951512589,0.0994585093166954,0.00837416508823903,0.238132,0.489772285714286,0.489772285714286,0,0,0.607142857142857,138.456015133484,0.988971536667742,0.126760563380282,0,13.5883190505201,0.0438332872597422,0.287307692307692,0,0.430147058823529,0,76.7113238187277,0.479445773867048,0.479445773867048,0.287112676056338,0,54.0498155,0.152253001408451,0.152253001408451,0.528381420935059,0,0,0,1.09337398511909,0.289950192970783,9.66050878989812e-09,0,0.028331185017398,-0.35,-0.110821022756718,0.000358674295203686,7.7624711662869e-08,0.816695177867814,0.377363807275958,0,0.0846700768628374,0.988971536667742,0.0438332872597422,0.479445773867048,0.289950192970783,0.314670076862837,0.110821022756718,-0.322027489277806,0.743793469066301,0.847257079408051,0.436994130357965
Mengcheng,1988,NPK,0.29,0.06,0.01,0.35,0.14,0,0.08,180,90,135,0,0,0,0,0,0,0,0,0,3364.75,3701.225,15.63,3.28,4,0.364646438961315,0.364646438961315,0.0130958708568768,1.57144949210385,1.465,5.19,1.31,8.1,1.8979636304501,0.137295433056982,0.0397033895532219,1.43376741875475,17.7,1317.8425,2108.548,27.91125426,8.93560385,15,1.91,1.99,0.02,0.3,0.01,18.1,1.96,11.7,17.1,4.8,1,2.1,3.4,13,0.206065,7.11,85,0.053,-0.0175644685676228,0,8.015,0,-0.366429661790343,,39.2957746478873,68.8235294117647,105.882352941176,112.05,101.925,71.80040025,15.88498475,43.4389225,8.25173454360775,1.73510539471141,0.1910155094648,10.594230493037,70.44104125,74.9473558921341,15.9084725966936,44.4376491,38.573249975,12.743536975,2.13490485,4.82330355,7.182241625,146.747756142134,31.7934573466936,87.8765716,46.8249845186078,14.4786423697114,2.3259203594648,15.417534043037,77.623282875,0.52409912907905,0.52409912907905,0.102559539828044,0.0963595877689811,0.218657134859155,0.225324542564103,0.233669267521372,0.119141266156852,0.0101171976084875,0.238132,0.489772285714286,0.489772285714286,0,0,0.607142857142857,124.388483857866,0.888489170413328,0.126760563380282,0,10.6023173011937,0.0342010235522377,0.287307692307692,0,0.430147058823529,0,75.8059953687277,0.473787471054548,0.473787471054548,0.287112676056338,0,52.701717125,0.148455541197183,0.148455541197183,0.528381420935059,0,0,0,1.0144309697499,0.211007177601595,9.66050878989812e-09,0,0.028331185017398,-0.35,-0.170676011394634,0.000159957362088091,7.7624711662869e-08,0.816695177867814,0.168292291827331,0,0.224055623032928,0.888489170413328,0.0342010235522377,0.473787471054548,0.211007177601595,0.454055623032928,0.170676011394634,-0.32182877234469,0.534721953617674,0.837624815700546,0.436994130357965
Mengcheng,1989,NPK,0.29,0.06,0.01,0.35,0.14,0,0.08,180,90,135,0,0,0,0,0,0,0,0,0,3463.65,3810.015,15.63,3.28,4,0.364646438961315,0.364646438961315,0.0130958708568768,1.57144949210385,1.465,5.19,1.31,8.1,1.8979636304501,0.137295433056982,0.0397033895532219,1.43376741875475,17.7,1454.26,2326.816,27.91125426,8.93560385,15,1.91,1.99,0.02,0.3,0.01,18.1,1.96,11.7,17.1,4.8,1,2.1,3.4,13,0.511592,7.11,85,0.053,-0.0175644685676228,0,8.015,0,-0.366429661790343,,39.2957746478873,68.8235294117647,105.882352941176,112.05,101.925,73.91082735,16.35189165,44.7157215,8.49427753977769,1.78610529768695,0.19663002284204,10.9056264052924,72.51151275,82.7055902201476,17.555250614901,49.0376472,42.5661902,14.0626942,2.3559012,5.3225916,7.925717,156.616417570148,33.907142264901,93.7533687,51.0604677397777,15.848799497687,2.55253122284204,16.2282180052924,80.43722975,0.559344348464813,0.559344348464813,0.109377878273874,0.101426362533077,0.226583745774648,0.240393253076923,0.254805468036218,0.130415959660045,0.0111029006983152,0.238132,0.489772285714286,0.489772285714286,0,0,0.607142857142857,114.519822429852,0.817998731641803,0.126760563380282,0,8.48863238298632,0.0273826851064075,0.287307692307692,0,0.430147058823529,0,74.9953114064723,0.468720696290452,0.468720696290452,0.287112676056338,0,49.88777025,0.14052893028169,0.14052893028169,0.528381420935059,0,0,0,0.965965662129216,0.162541869980908,9.66050878989812e-09,0,0.028331185017398,-0.35,-0.199329594889902,0.000397121814890305,7.7624711662869e-08,0.816695177867814,0.417814719435751,0,-0.0607015620637874,0.817998731641803,0.0273826851064075,0.468720696290452,0.162541869980908,0.169298437936213,0.199329594889902,-0.322065936797492,0.784244381226094,0.830806477254716,0.436994130357965
Mengcheng,1990,NPK,0.29,0.06,0.01,0.35,0.14,0,0.08,180,90,135,0,0,0,0,0,0,0,0,0,2850.9,3135.99,15.63,3.28,4,0.364646438961315,0.364646438961315,0.0130958708568768,1.57144949210385,1.465,5.19,1.31,8.1,1.8979636304501,0.137295433056982,0.0397033895532219,1.43376741875475,17.7,857.85,1372.56,27.91125426,8.93560385,15,1.91,1.99,0.02,0.3,0.01,18.1,1.96,11.7,17.1,4.8,1,2.1,3.4,13,0.441367,7.052,85,0.053,-0.0175644685676228,0,8.015,0,-0.366429661790343,,39.2957746478873,68.8235294117647,105.882352941176,112.05,101.925,60.8353551,13.4590989,36.805119,6.99156549829002,1.47012763794718,0.161844450830878,8.97632564457957,59.6835915,48.787005466941,10.3556253627225,28.926702,25.1092695,8.2954095,1.389717,3.139731,4.6752825,109.622360566941,23.8147242627225,65.731821,32.10083499829,9.76553713794718,1.55156145083088,12.1160566445796,64.358874,0.391508430596218,0.391508430596218,0.0768216911700726,0.0757253540286223,0.181292602816901,0.168543130769231,0.16019180097954,0.0803582566381171,0.00674892144775739,0.2345824,0.492054171428571,0.492054171428571,0,0,0.607142857142857,162.152807433059,1.15823433880756,0.126760563380282,0,18.5810503851648,0.0599388722102091,0.287307692307692,0,0.430147058823529,0,79.1074727671852,0.494421704794907,0.494421704794907,0.287112676056338,0,65.966126,0.185820073239437,0.185820073239437,0.528381420935059,0,0,0,1.18684113376607,0.383417341617764,9.66050878989812e-09,0,0.028331185017398,-0.35,-0.0820024618190489,0.000391561387565158,8.87156012037958e-08,0.714595029940823,0.315398664579891,0,0.191592252539402,1.15823433880756,0.0599388722102091,0.494421704794907,0.383417341617764,0.421592252539402,0.0820024618190489,-0.322060376370167,0.681828326370234,0.863362664358517,0.436994130357965
Mengcheng,1991,NPK,0.3,0.05,0.01,0.35,0.2,0,0.08,180,90,135,0,0,0,0,0,0,0,0,0,3036.66,3340.326,15.63,3.28,4,0.364646438961315,0.364646438961315,0.0130958708568768,1.57144949210385,1.465,5.19,1.31,8.1,1.8979636304501,0.137295433056982,0.0397033895532219,1.43376741875475,17.7,1565.2,2504.32,27.91125426,8.93560385,15,1.91,1.99,0.02,0.3,0.01,18.1,1.96,11.7,17.1,4.8,1,2.1,3.4,13,0.652852,6.976,85,0.053,-0.0175644685676228,0,8.015,0,-0.366429661790343,,39.2957746478873,68.8235294117647,105.882352941176,112.05,101.925,64.79928774,14.33607186,39.2032806,7.44712451718312,1.56591876005776,0.172389971608999,9.56120840151146,63.5724771,89.014887167752,18.89447434602,52.778544,45.813404,15.135484,2.535624,5.728632,8.53034,153.814174907752,33.23054620602,91.9818246,53.2605285171831,16.7014027600578,2.708013971609,15.2898404015115,72.1028171,0.549336338956257,0.549336338956257,0.107195310342,0.0955615025094466,0.203106527042254,0.235850832307692,0.265784363077914,0.137431826867375,0.011779213491049,0.2299312,0.495044228571429,0.495044228571429,0,0,0.607142857142857,118.798209092248,0.8485586363732,0.126760563380282,0,9.16522844186733,0.0295652530382817,0.287307692307692,0,0.430147058823529,0,85.5336890102533,0.534585556314083,0.534585556314083,0.287112676056338,0,58.2221829,0.164006149014084,0.164006149014084,0.528381420935059,0,0,0,0.951837007856686,0.148413215708379,9.66050878989812e-09,0,0.0283311850173979,-0.31,-0.24498289585033,0.000689945424525154,1.05681750921366e-07,0.599873934200951,0.391628897690959,0,-0.137693649737915,0.8485586363732,0.0295652530382817,0.534585556314083,0.148413215708379,0.112306350262085,0.24498289585033,-0.282358760407127,0.758058559481302,0.83298904518659,0.436994130357966
Mengcheng,1992,NPK,0.28,0.05,0.01,0.35,0.18,0,0.08,180,90,135,0,0,0,0,0,0,0,0,0,3676.5,4044.15,15.63,3.28,4,0.364646438961315,0.364646438961315,0.0130958708568768,1.57144949210385,1.465,5.19,1.31,8.1,1.8979636304501,0.137295433056982,0.0397033895532219,1.43376741875475,17.7,1592.075,2547.32,27.91125426,8.93560385,15,1.91,1.99,0.02,0.3,0.01,18.1,1.96,11.7,17.1,4.8,1,2.1,3.4,13,0.249724,6.884,85,0.053,-0.0175644685676228,0,8.015,0,-0.366429661790343,,39.2957746478873,68.8235294117647,105.882352941176,112.05,101.925,78.4528335,17.3567565,47.463615,9.01627224892604,1.89586595843867,0.20871343206697,11.5758045642768,76.9675275,90.5433021259895,19.2188986994888,53.684769,46.60003525,15.39536525,2.5791615,5.8269945,8.67680875,168.99613562599,36.5756551994888,101.148384,55.6163074989261,17.2912312084387,2.78787493206697,17.4027990642768,85.64433625,0.603557627235677,0.603557627235677,0.11798598451448,0.10876749415173,0.241251651408451,0.259354830769231,0.277540333843635,0.142285383323914,0.012126589580204,0.2243008,0.498663771428571,0.498663771428571,0,0,0.607142857142857,101.829720374011,0.727355145528646,0.126760563380282,0,5.82011944839857,0.0187745788658018,0.287307692307692,0,0.430147058823529,0,80.2207303474879,0.501379564671799,0.501379564671799,0.287112676056338,0,44.68066375,0.125861024647887,0.125861024647887,0.528381420935059,0,0,0,0.911376106083732,0.107952313935425,9.66050878989812e-09,0,0.0283311850173978,-0.31,-0.223302007442324,0.000326182218867836,1.30617088813184e-07,0.485355540185992,0.121204926917407,0,0.163256772065507,0.727355145528647,0.0187745788658019,0.501379564671799,0.107952313935425,0.393256772065507,0.223302007442323,-0.28199499720147,0.487634588707749,0.82219837101411,0.436994130357966
Mengcheng,1993,NPK,0.3,0.06,0.01,0.35,0.16,0,0.08,180,90,135,0,0,0,0,0,0,0,0,0,3711.975,4083.1725,15.63,3.28,4,0.364646438961315,0.364646438961315,0.0130958708568768,1.57144949210385,1.465,5.19,1.31,8.1,1.8979636304501,0.137295433056982,0.0397033895532219,1.43376741875475,17.7,1592.075,2547.32,27.91125426,8.93560385,15,1.91,1.99,0.02,0.3,0.01,18.1,1.96,11.7,17.1,4.8,1,2.1,3.4,13,0.314717,6.886,85,0.053,-0.0175644685676228,0,8.015,0,-0.366429661790343,,39.2957746478873,68.8235294117647,105.882352941176,112.05,101.925,79.209834525,17.524233975,47.92159725,9.10327136711743,1.91415940189729,0.210727333604458,11.6875009241076,77.710196625,90.5433021259895,19.2188986994888,53.684769,46.60003525,15.39536525,2.5791615,5.8269945,8.67680875,169.75313665099,36.7431326744888,101.60636625,55.7033066171174,17.3095246518973,2.78988883360446,17.5144954241076,86.387005375,0.606261202324963,0.606261202324963,0.118526234433835,0.109465596400672,0.243343677112676,0.260529144230769,0.277974482844041,0.142435915670827,0.0121353495705175,0.2244232,0.498585085714286,0.498585085714286,0,0,0.607142857142857,105.25068734901,0.751790623921503,0.126760563380282,0,5.65264197339857,0.018234328946447,0.287307692307692,0,0.430147058823529,0,76.9090339876572,0.480681462422857,0.480681462422857,0.287112676056338,0,43.937994625,0.123768998943662,0.123768998943662,0.528381420935059,0,0,0,0.909608351284561,0.106184559136254,9.66050878989812e-09,0,0.028331185017398,-0.34,-0.221739384368972,0.000409185469089903,1.30016957803329e-07,0.487595839569947,0.153454699841935,0,0.152112375545197,0.751790623921503,0.018234328946447,0.480681462422857,0.106184559136254,0.392112375545197,0.221739384368972,-0.312078000451692,0.519884361632278,0.821658121094755,0.436994130357966
Mengcheng,1994,NPK,0.27,0.06,0.01,0.35,0.13,0,0.08,180,90,135,0,0,0,0,0,0,0,0,0,3918.16,4309.976,15.63,3.28,4,0.364646438961315,0.364646438961315,0.0130958708568768,1.57144949210385,1.465,5.19,1.31,8.1,1.8979636304501,0.137295433056982,0.0397033895532219,1.43376741875475,17.7,3720.36,4464.432,27.91125426,8.93560385,15,1.91,1.99,0.02,0.3,0.01,18.1,1.96,11.7,17.1,4.8,1,2.1,3.4,13,0.114477,6.79,85,0.053,-0.0175644685676228,0,8.015,0,-0.366429661790343,,39.2957746478873,68.8235294117647,105.882352941176,112.05,101.925,83.60961624,18.49763336,50.5834456,9.60892078739346,2.02048311266586,0.222432373449618,12.3366937063965,82.0266796,184.646133098734,41.993949859386,108.0392544,83.4476748,28.83279,4.5388392,10.4914152,15.2162724,268.255749338734,60.491583219386,158.6227,93.0565955873935,30.8532731126659,4.76127157344962,22.8281089063965,97.242952,0.958056247638334,0.958056247638334,0.195134139417374,0.142675680664978,0.273923808450704,0.406724871794872,0.464377441925213,0.253884164679415,0.0207103932773297,0.218548,0.502362,0.502362,0,0,0.607142857142857,3.60561066126638,0.0257543618661884,0.126760563380282,0,-18.0958085714987,-0.0583735760370925,0.287307692307692,0,0.430147058823529,0,66.7954205053682,0.417471378158551,0.417471378158551,0.287112676056338,0,33.082048,0.0931888676056338,0.0931888676056338,0.528381420935059,0,0,0,0.456986371923887,-0.346437420224421,9.66050878989812e-09,0,0.028331185017398,-0.34,-0.533963243143772,0.000185659954515358,1.62181009735893e-07,0.390894888382325,0.0447484741373435,0,-0.0982366880231259,0.0257543618661886,-0.0583735760370925,0.417471378158551,-0.346437420224421,0.111763311976874,0.533963243143773,-0.311854474937117,0.411178135927686,0.745050216111216,0.436994130357965
Mengcheng,1995,NPK,0.23,0.04,0.01,0.35,0.18,0,0.08,180,90,135,0,0,0,0,0,0,0,0,0,3966.75,4363.425,15.63,3.28,4,0.364646438961315,0.364646438961315,0.0130958708568768,1.57144949210385,1.465,5.19,1.31,8.1,1.8979636304501,0.137295433056982,0.0397033895532219,1.43376741875475,17.7,4176.375,5011.65,27.91125426,8.93560385,15,1.91,1.99,0.02,0.3,0.01,18.1,1.96,11.7,17.1,4.8,1,2.1,3.4,13,0.260063,6.654,85,0.053,-0.0175644685676228,0,8.015,0,-0.366429661790343,,39.2957746478873,68.8235294117647,105.882352941176,112.05,101.925,84.64647825,18.72702675,51.2107425,9.72808321594652,2.04553958673646,0.225190808282783,12.4896838719829,83.04391125,207.278729510108,47.1412665290438,121.28193,93.67609125,32.36690625,5.0951775,11.7773775,17.08137375,291.925207760108,65.8682932790438,172.4926725,103.404174465947,34.4124458367365,5.32036830828278,24.2670613719829,100.125285,1.04259002771467,1.04259002771467,0.21247836541627,0.151669133574893,0.282043056338028,0.442288903846154,0.516014643774373,0.283171741096371,0.0231423304352592,0.2102248,0.507712628571429,0.507712628571429,0,0,0.607142857142857,-26.9656717601075,-0.192611941143625,0.126760563380282,0,-23.4725186311564,-0.0757178020359885,0.287307692307692,0,0.430147058823529,0,73.3564680397818,0.458477925248636,0.458477925248636,0.287112676056338,0,30.199715,0.0850696197183098,0.0850696197183098,0.528381420935059,0,0,0,0.33806562444856,-0.465358167699747,9.66050878989812e-09,0,0.028331185017398,-0.27,-0.618427063822965,0.000576870815522506,2.21819641980022e-07,0.285798530430205,0.0743256232192703,0,-0.279230672922134,-0.192611941143625,-0.0757178020359884,0.458477925248636,-0.465358167699747,-0.0892306729221337,0.618427063822965,-0.242245685798125,0.440755285009613,0.727705990112319,0.436994130357965
Mengcheng,1996,NPK,0.24,0.04,0.01,0.35,0.15,0,0.08,180,90,135,0,0,0,0,0,0,0,0,0,3268,3594.8,15.745,3.13,3.95,0.364646438961315,0.364646438961315,0.0130958708568768,1.57144949210385,1.465,5.21,1.33,6.6,1.8979636304501,0.137295433056982,0.0397033895532219,1.43376741875475,17.7,4413.735,5296.482,27.91125426,8.93560385,15,1.91,1.99,0.02,0.3,0.01,18.1,1.96,11.7,17.1,4.8,1,2.1,3.4,13,0.679888,6.558,85,0.053,-0.0175644685676228,0,8.015,0,-0.366429661790343,,39.2957746478873,68.8235294117647,105.882352941176,112.05,101.925,70.183568,15.009924,36.63428,8.01446422126759,1.68521418527881,0.185523050726195,10.289604057135,68.41558,219.059204021261,49.8204921788798,128.1748644,99.00007605,34.20644625,5.3847567,12.4467327,18.05217615,289.242772021261,64.8304161788798,164.8091444,107.014540271268,35.8916604352788,5.5702797507262,22.736336757135,86.46775615,1.03300990007593,1.03300990007593,0.20913037477058,0.142102104732093,0.243571144084507,0.42258754974359,0.534031340242864,0.295343842298118,0.024229385474583,0.2043496,0.511489542857143,0.511489542857143,0,0,0.607142857142857,-21.8257000212611,-0.155897857294722,0.126760563380282,0,-22.4346415309924,-0.0723698113902981,0.287307692307692,0,0.430147058823529,0,70.0871926546298,0.438044954091436,0.438044954091436,0.287112676056338,0,43.85724385,0.123541531971831,0.123541531971831,0.528381420935059,0,0,0,0.326491125841561,-0.476932666306746,9.66050878989812e-09,0,0.028331185017398,-0.31,-0.681388494171975,0.00188121042141554,2.76694164541151e-07,0.229118412394332,0.155774859165957,0,-0.388989008966248,-0.155897857294722,-0.0723698113902981,0.438044954091436,-0.476932666306746,-0.188989008966248,0.681388494171975,-0.283550025404018,0.5222045209563,0.73105398075801,0.436994130357965
Mengcheng,1997,NPK,0.27,0.04,0.01,0.35,0.16,0,0.08,180,90,135,0,0,0,0,0,0,0,0,0,4493.07,4942.377,15.745,3.13,3.95,0.364646438961315,0.364646438961315,0.0130958708568768,1.57144949210385,1.465,5.21,1.33,6.6,1.8979636304501,0.137295433056982,0.0397033895532219,1.43376741875475,17.7,5128.395,6154.074,27.91125426,8.93560385,15,1.91,1.99,0.02,0.3,0.01,18.1,1.96,11.7,17.1,4.8,1,2.1,3.4,13,0.341356,6.5,85,0.053,-0.0175644685676228,0,8.015,0,-0.366429661790343,,39.2957746478873,68.8235294117647,105.882352941176,112.05,101.925,96.49317132,20.63667051,50.3673147,11.018833769477,2.31694776604978,0.255069783820792,14.1468516832899,94.06242045,254.528676190713,57.8872911463208,148.9285908,115.02989985,39.74506125,6.2566419,14.4620739,20.97513555,351.021847510713,78.5239616563208,199.2959055,126.048733619477,42.0620090160498,6.51171168382079,28.6089255832899,115.037556,1.2536494553954,1.2536494553954,0.253303102117164,0.178805784895562,0.324049453521127,0.511015142307692,0.62901708478206,0.346118156889939,0.0283243893569387,0.2008,0.513771428571429,0.513771428571429,0,0,0.607142857142857,-78.7658475107127,-0.562613196505091,0.126760563380282,0,-36.1281870084334,-0.116542538736882,0.287307692307692,0,0.430147058823529,0,65.8146038284748,0.411341273927968,0.411341273927968,0.287112676056338,0,15.287444,0.0430632225352112,0.0430632225352113,0.528381420935059,0,0,0,0.0882084702640873,-0.715215321884221,9.66050878989812e-09,0,0.028331185017398,-0.33,-0.758316432802777,0.00107946245296444,3.16227766016838e-07,0.200474893450909,0.0684333077288285,0,-0.433549871474956,-0.562613196505091,-0.116542538736882,0.411341273927968,-0.715215321884221,-0.203549871474956,0.758316432802777,-0.302748277435566,0.434862969519171,0.686881253411426,0.436994130357965
