Sitename;Sitename1;Year;Treatments;Treatment;Treats;NUEagro;log_NUE;Ysn;Yield;Noutput;pH;SOC;log_SOC;TN;log_TN;AN;log_AN;TP;log_TP;AP;log_AP;TK;log_TK;AK;log_AK;Clay; Silt;Sand;TCI;TPI;TKI ;TNI;Ratio;PREg;log_PREg;Daynumber;TEMm;SSHg;PM;ST;CT;CT1
30Suining;Suining;2004;NPMp;NPM;MIXF;37;1,672097858;24;18150;208;8,4;10,7;1,029383778;1,3;0,361727836;96,3;1,983626287;0,7;1,428571429;5,4;0,73239376;21,9;1,340444115;119,5;2,077367905;47;46;8;2239;52;118;346;31;1252;3,097604329;5;17;1481;Jurassic suining formation sand shale;Calcareous purple soil;R-W;PU
30Suining;Suining;2005;NPMp;NPM;MIXF;35,9;1,661812686;25;17070;195;8,3;10,4;1,017033339;1,3;0,361727836;96,3;1,983626287;0,7;1,428571429;3,7;0,568201724;21,9;1,340444115;99;1,995635195;47;46;8;2239;52;118;346;31;1761;3,245759356;14;17;1470;Jurassic suining formation sand shale;Calcareous purple soil;R-W;PU
30Suining;Suining;2006;NPMp;NPM;MIXF;48,4;1,766412847;26;21037;240;8,3;10,6;1,025305865;1,3;0,361727836;96,3;1,983626287;0,7;1,428571429;3,8;0,579783597;21,9;1,340444115;98;1,991226076;47;46;8;2239;52;118;346;31;714;2,853698212;2;18;1798;Jurassic suining formation sand shale;Calcareous purple soil;R-W;PU
30Suining;Suining;2007;NPMp;NPM;MIXF;45;1,740362689;27;21160;249;8,3;10,6;1,025305865;1,3;0,361727836;96,3;1,983626287;0,7;1,428571429;3,8;0,579783597;21,9;1,340444115;98;1,991226076;47;46;8;2239;52;118;346;31;1477;3,169380495;8;18;1516;Jurassic suining formation sand shale;Calcareous purple soil;R-W;PU
30Suining;Suining;2008;NPMp;NPM;MIXF;52,4;1,79518459;28;22813;269;8,3;10,6;1,025305865;1,3;0,361727836;96,3;1,983626287;0,7;1,428571429;3,8;0,579783597;21,9;1,340444115;98;1,991226076;47;46;8;2239;52;118;346;31;1452;3,161966616;8;17;1337;Jurassic suining formation sand shale;Calcareous purple soil;R-W;PU
30Suining;Suining;2009;NPMp;NPM;MIXF;45,9;1,747411808;29;20452;236;8,3;10,6;1,025305865;1,3;0,361727836;96,3;1,983626287;0,7;1,428571429;3,8;0,579783597;21,9;1,340444115;98;1,991226076;47;46;8;2239;52;118;346;31;1545;3,188928484;7;18;1224;Jurassic suining formation sand shale;Calcareous purple soil;R-W;PU
30Suining;Suining;2010;NPMp;NPM;MIXF;47,2;1,757396029;30;20428;237;8,3;10,6;1,025305865;1,3;0,361727836;96,3;1,983626287;0,7;1,428571429;3,8;0,579783597;21,9;1,340444115;98;1,991226076;47;46;8;2239;52;118;346;31;1974;3,295347148;11;17;1476;Jurassic suining formation sand shale;Calcareous purple soil;R-W;PU
30Suining;Suining;2011;NPMp;NPM;MIXF;39,9;1,698100546;31;20362;238;8,3;10,8;1,033423755;1,3;0,361727836;110;2,041392685;0,7;1,428571429;3,9;0,591064607;21,9;1,340444115;97;1,986771734;47;46;8;2239;52;118;346;31;1302;3,114610984;8;17;1865;Jurassic suining formation sand shale;Calcareous purple soil;R-W;PU
30Suining;Suining;2012;NPMp;NPM;MIXF;55,5;1,8162413;32;21328;284;8,3;10,8;1,033423755;0,9;0,278753601;87,2;1,940516485;0,6;1,666666667;5,7;0,755874856;25,3;1,403120521;155;2,190331698;47;46;8;2239;52;118;346;31;1777;3,249687428;6;17;1269;Jurassic suining formation sand shale;Calcareous purple soil;R-W;PU
30Suining;Suining;2013;NPMp;NPM;MIXF;46,5;1,752048448;33;20764;215;8,2;10,4;1,017033339;1,1;0,322219295;87,2;1,940516485;0,6;1,666666667;4;0,602059991;22,7;1,356025857;124,8;2,096214585;47;46;8;2239;52;118;346;31;2319;3,365300749;8;18;1751;Jurassic suining formation sand shale;Calcareous purple soil;R-W;PU
30Suining;Suining;2014;NPMp;NPM;MIXF;36,6;1,668385917;34;18268;209;8,4;9,9;0,995635195;1,4;0,380211242;87,2;1,940516485;0,7;1,428571429;2,4;0,380211242;22,7;1,356025857;94,5;1,975431809;47;46;8;2852;40;189;375;36;1485;3,171726454;6;17;1587;Jurassic suining formation sand shale;Calcareous purple soil;R-W;PU
30Suining;Suining;2015;NPMp;NPM;MIXF;40,3;1,701567985;35;18922;219;8,2;10;1;1,1;0,322219295;64,4;1,808885867;0,6;1,666666667;7,2;0,857332496;20,1;1,303196057;93,3;1,969881644;47;46;8;2852;40;189;375;36;1485;3,171726454;7;18;1587;Jurassic suining formation sand shale;Calcareous purple soil;R-W;PU
31Chongqing;Chongqing;1991;N;N;CF;5,4;1,187520721;1;8043;68;7,6;14,7;1,167317335;1,4;0,380211242;74;1,86923172;0,7;1,428571429;6;0,77815125;20,6;1,31386722;99;1,995635195;31;28;40;0;0;0;150;0;688;2,837588438;10;19;502;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R;P
31Chongqing;Chongqing;1992;N;N;CF;38,1;1,682145076;2;18501;242;8,1;14,9;1,173186268;1,4;0,380211242;79;1,897627091;0,5;2;3;0,477121255;18,8;1,274157849;94;1,973127854;31;28;40;0;0;0;300;0;1361;3,133858125;9;15;1478;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;1993;N;N;CF;28,3;1,583198774;3;12012;166;7,9;15,3;1,184691431;1,3;0,361727836;95;1,977723605;0,6;1,666666667;4,2;0,62324929;18,8;1,274157849;79;1,897627091;31;28;40;0;0;0;300;0;1668;3,222196046;9;19;1212;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;1994;N;N;CF;41,6;1,712649702;4;16262;223;7,7;14,8;1,170261715;1,2;0,342422681;87;1,939519253;0,7;1,428571429;1,6;0,204119983;18,7;1,271841607;75;1,875061263;31;28;40;0;0;0;300;0;1420;3,152288344;6;15;1682;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;1995;N;N;CF;24,8;1,541579244;5;16680;198;7,5;12,9;1,11058971;1,3;0,361727836;76;1,880813592;0,7;1,428571429;3;0,477121255;19,1;1,281033367;89;1,949390007;31;28;40;0;0;0;300;0;1369;3,136403448;11;15;1497;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;1996;N;N;CF;31,5;1,618048097;6;17805;212;7,5;13,6;1,133538908;1,4;0,380211242;99,4;1,997386384;0,7;1,428571429;4,2;0,62324929;19,4;1,28780173;72,7;1,861534411;31;28;40;0;0;0;300;0;1152;3,061452479;11;17;1389;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;1997;N;N;CF;25,5;1,550228353;7;14534;186;7,2;14,3;1,155336037;1,3;0,361727836;83,3;1,920645001;0,6;1,666666667;1,2;0,079181246;19,4;1,28780173;73,8;1,868056362;31;28;40;0;0;0;285;0;1302;3,114610984;9;15;1427;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;1998;N;N;CF;18,9;1,460897843;8;12526;146;7,3;15,3;1,184691431;1,3;0,361727836;85,7;1,932980822;0,6;1,666666667;4;0,602059991;19,4;1,28780173;70,4;1,847572659;31;28;40;0;0;0;285;0;2416;3,38309693;16;15;1262;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;1999;N;N;CF;39,1;1,691081492;9;14624;201;7,3;15,3;1,184691431;1,3;0,361727836;85,4;1,931457871;0,6;1,666666667;3,6;0,556302501;19,4;1,28780173;67;1,826074803;31;28;40;0;0;0;285;0;1963;3,2929203;9;16;1189;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2000;N;N;CF;31,9;1,622214023;10;14262;197;7,3;14,2;1,152288344;1,3;0,361727836;85;1,929418926;0,6;1,666666667;3,2;0,505149978;19,4;1,28780173;65;1,812913357;31;28;40;0;0;0;285;0;1482;3,170848204;7;18;1329;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2001;N;N;CF;32,7;1,630427875;11;12508;195;7,4;16,2;1,209515015;1,4;0,380211242;98;1,991226076;0,6;1,666666667;1,5;0,176091259;19,5;1,290034611;57,4;1,758911892;31;28;40;0;0;0;285;0;1119;3,048830087;2;16;1493;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2002;N;N;CF;24,3;1,53529412;12;11399;155;6,9;16,3;1,212187604;1,5;0,397940009;87,4;1,941511433;0,5;2;2,5;0,397940009;19;1,278753601;70;1,84509804;31;28;40;0;0;0;285;0;2264;3,354876423;13;17;1518;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2003;N;N;CF;34,1;1,644438589;13;14631;209;7,5;15,9;1,201397124;1,4;0,380211242;76,6;1,88422877;0,5;2;2,7;0,431363764;19;1,278753601;76;1,880813592;31;28;40;0;0;0;285;0;1620;3,209515015;7;16;1271;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2004;N;N;CF;27,4;1,572871602;14;13830;153;8,4;15,5;1,190331698;1,3;0,361727836;83;1,919078092;0,5;2;3,3;0,51851394;18,5;1,267171728;45;1,653212514;31;28;40;0;0;0;285;0;1689;3,22762965;9;20;1481;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2005;N;N;CF;32,9;1,632457292;15;12968;168;8;15,1;1,178976947;1,4;0,380211242;92,6;1,966610987;0,6;1,666666667;2,3;0,361727836;18,3;1,26245109;80;1,903089987;31;28;40;0;0;0;285;0;1530;3,184691431;8;17;1315;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2006;N;N;CF;30,2;1,604226053;16;10904;158;7,6;16,4;1,214843848;1,4;0,380211242;107,4;2,031004281;0,4;2,5;1,5;0,176091259;17,1;1,23299611;85;1,929418926;31;28;40;0;0;0;285;0;1152;3,061452479;7;16;1660;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2007;N;N;CF;17,3;1,436162647;17;10361;134;7,4;15,9;1,201397124;1,4;0,380211242;107,1;2,029789471;0,3;3,333333333;1;0;20,2;1,305351369;72,5;1,860338007;31;28;40;0;0;0;285;0;2297;3,361160995;11;19;1201;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2008;N;N;CF;16;1,414973348;18;14387;157;7,4;15,9;1,201397124;1,4;0,380211242;106,6;2,027757205;0,3;3,333333333;1,5;0,176091259;20,2;1,305351369;60;1,77815125;31;28;40;0;0;0;285;0;1372;3,137354111;4;14;1001;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2009;N;N;CF;22,9;1,517195898;19;9307;119;7,1;14,1;1,149219113;1,4;0,380211242;103,6;2,015359755;0,3;3,333333333;3,8;0,579783597;20,2;1,305351369;66;1,819543936;31;28;40;0;0;0;285;0;1947;3,289365952;12;18;1325;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2010;N;N;CF;12,9;1,359835482;20;11986;141;7;14,9;1,173186268;1,4;0,380211242;102,7;2,011570444;0,3;3,333333333;2,4;0,380211242;20,2;1,305351369;61,5;1,788875116;31;28;40;0;0;0;285;0;1571;3,196176185;8;17;1329;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2011;N;N;CF;11,5;1,33243846;21;11365;135;7;15,2;1,181843588;1,2;0,342422681;95,3;1,979092901;0,2;5;0,8;-0,096910013;23,3;1,367355921;43;1,633468456;31;28;40;0;0;0;285;0;1077;3,032215703;4;16;1787;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2012;N;N;CF;13;1,361727836;22;11380;137;7;16,6;1,220108088;1,3;0,361727836;92,8;1,967547976;0,3;3,333333333;3,1;0,491361694;21,7;1,336459734;55;1,740362689;31;28;40;0;0;0;285;0;1423;3,1532049;9;16;1219;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2013;N;N;CF;22,9;1,517195898;23;13535;133;6,8;14,5;1,161368002;1,3;0,361727836;134,3;2,128076013;0,3;3,333333333;2,1;0,322219295;21,7;1,336459734;30;1,477121255;31;28;40;0;0;0;285;0;1413;3,150142162;4;19;1737;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2014;N;N;CF;27,6;1,575187845;24;12462;154;6,3;13,3;1,123851641;1,2;0,342422681;133,5;2,125481266;0,3;3,333333333;2,3;0,361727836;21,7;1,336459734;116;2,064457989;31;28;40;0;0;0;285;0;1985;3,297760511;14;17;1361;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2015;N;N;CF;38,9;1,689308859;25;13811;184;6,6;13,6;1,133538908;1,1;0,322219295;104,7;2,019946682;0,4;2,5;0,8;-0,096910013;16,2;1,209515015;52;1,716003344;31;28;40;0;0;0;285;0;1985;3,297760511;10;16;1361;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2016;N;N;CF;19,9;1,475671188;26;11606;150;6,6;14,3;1,155336037;1,2;0,342422681;109,6;2,039810554;0,4;2,5;4,1;0,612783857;18,9;1,276461804;154;2,187520721;31;28;40;0;0;0;285;0;1985;3,297760511;12;16;1361;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2017;N;N;CF;14,5;1,389166084;27;10191;114;7;14;1,146128036;1,2;0,342422681;98,1;1,991669007;0,4;2,5;4,1;0,612783857;18,9;1,276461804;56;1,748188027;31;28;40;0;0;0;285;0;1985;3,297760511;8;16;1361;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2018;N;N;CF;23,5;1,525044807;28;11771;149;6,4;9,8;0,991226076;1,2;0,342422681;91;1,959041392;0,4;2,5;5,3;0,72427587;18,9;1,276461804;122;2,086359831;31;28;40;0;0;0;285;0;1985;3,297760511;7;18;1361;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;1991;NK;NK;CF;4,4;1,158362492;1;7963;66;7,5;14,4;1,158362492;1,3;0,361727836;98;1,991226076;0,8;1,25;3,5;0,544068044;21,2;1,326335861;84;1,924279286;31;28;40;0;0;125;150;0;688;2,837588438;10;17;502;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R;P
31Chongqing;Chongqing;1992;NK;NK;CF;40,7;1,705007959;2;18936;250;8,4;14,4;1,158362492;1,4;0,380211242;84;1,924279286;0,7;1,428571429;4;0,602059991;18,9;1,276461804;84;1,924279286;31;28;40;0;0;125;300;0;1361;3,133858125;9;17;1478;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;1993;NK;NK;CF;45;1,740362689;3;14435;216;8;14,2;1,152288344;1,3;0,361727836;79;1,897627091;0,7;1,428571429;1,1;0,041392685;18,7;1,271841607;69;1,838849091;31;28;40;0;0;125;300;0;1668;3,222196046;9;17;1212;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;1994;NK;NK;CF;57,5;1,829303773;4;20226;270;7,6;14,3;1,155336037;1,3;0,361727836;83;1,919078092;0,7;1,428571429;2,3;0,361727836;18,6;1,269512944;92;1,963787827;31;28;40;0;0;125;300;0;1420;3,152288344;6;15;1682;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;1995;NK;NK;CF;37,6;1,677606953;5;19182;236;7,4;14,1;1,149219113;1,3;0,361727836;81;1,908485019;0,7;1,428571429;5,3;0,72427587;19,7;1,294466226;89;1,949390007;31;28;40;0;0;125;300;0;1369;3,136403448;11;15;1497;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;1996;NK;NK;CF;33,4;1,63748973;6;17918;218;7,4;15,5;1,190331698;1,4;0,380211242;97,6;1,989449818;0,7;1,428571429;4,6;0,662757832;20,8;1,318063335;83,6;1,922206277;31;28;40;0;0;125;300;0;1152;3,061452479;11;17;1389;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;1997;NK;NK;CF;28,8;1,588831726;7;16452;195;7,1;14;1,146128036;1,3;0,361727836;91,1;1,959518377;0,7;1,428571429;2,2;0,342422681;20,5;1,311753861;94,3;1,974511693;31;28;40;0;0;100;285;0;1302;3,114610984;9;15;1427;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;1998;NK;NK;CF;26,9;1,567026366;8;14258;169;7;14,8;1,170261715;1,4;0,380211242;97,1;1,98721923;0,7;1,428571429;5,1;0,707570176;20,5;1,311753861;85,2;1,930439595;31;28;40;0;0;100;285;0;2416;3,38309693;16;15;1262;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;1999;NK;NK;CF;37,1;1,673020907;9;16876;196;7;14,1;1,149219113;1,4;0,380211242;101,1;2,004751156;0,7;1,428571429;3,9;0,591064607;20,5;1,311753861;76;1,880813592;31;28;40;0;0;100;285;0;1963;3,2929203;9;16;1189;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2000;NK;NK;CF;36,8;1,670245853;10;16346;211;7;15,3;1,184691431;1,5;0,397940009;105;2,021189299;0,7;1,428571429;2,6;0,414973348;20,2;1,305351369;77;1,886490725;31;28;40;0;0;100;285;0;1482;3,170848204;7;18;1329;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2001;NK;NK;CF;38;1,681241237;11;13729;211;6,8;15,1;1,178976947;1,4;0,380211242;95,7;1,980911938;0,7;1,428571429;2;0,301029996;20,9;1,320146286;72;1,857332496;31;28;40;0;0;100;285;0;1119;3,048830087;2;16;1493;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2002;NK;NK;CF;24,5;1,537819095;12;13026;156;6,3;13,6;1,133538908;1,3;0,361727836;102,1;2,009025742;0,6;1,666666667;0,8;-0,096910013;19,2;1,283301229;100;2;31;28;40;0;0;100;285;0;2264;3,354876423;13;17;1518;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2003;NK;NK;CF;31;1,612783857;13;15811;200;7,8;16,1;1,206825876;1,5;0,397940009;84,1;1,924795996;0,6;1,666666667;3,3;0,51851394;19,2;1,283301229;95;1,977723605;31;28;40;0;0;100;285;0;1620;3,209515015;7;16;1271;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2004;NK;NK;CF;32,9;1,632457292;14;15563;169;7,7;17,4;1,240549248;1,4;0,380211242;94,7;1,976349979;0,6;1,666666667;2,5;0,397940009;17,5;1,243038049;70;1,84509804;31;28;40;0;0;100;285;0;1689;3,22762965;9;20;1481;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2005;NK;NK;CF;40,8;1,705863712;15;14998;191;7,7;16,7;1,222716471;1,5;0,397940009;109,9;2,040997692;0,6;1,666666667;3,3;0,51851394;21;1,322219295;110;2,041392685;31;28;40;0;0;100;285;0;1530;3,184691431;8;17;1315;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2006;NK;NK;CF;27,5;1,574031268;16;12141;151;7,6;16,3;1,212187604;1,4;0,380211242;98,6;1,993876915;0,5;2;1,1;0,041392685;20,1;1,303196057;100;2;31;28;40;0;0;100;285;0;1152;3,061452479;7;16;1660;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2007;NK;NK;CF;25,9;1,555094449;17;12487;159;7,4;14,6;1,164352856;1,5;0,397940009;116,6;2,06669855;0,4;2,5;2,1;0,322219295;19,6;1,292256071;105;2,021189299;31;28;40;0;0;100;285;0;2297;3,361160995;11;19;1201;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2008;NK;NK;CF;30,7;1,609594409;18;17127;199;7,4;14,4;1,158362492;1,5;0,397940009;110,4;2,042969073;0,4;2,5;1,5;0,176091259;19,6;1,292256071;90;1,954242509;31;28;40;0;0;100;285;0;1372;3,137354111;4;14;1001;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2009;NK;NK;CF;28;1,579783597;19;10568;133;7,1;13,8;1,139879086;1,4;0,380211242;112,5;2,051152522;0,4;2,5;2,5;0,397940009;19,6;1,292256071;97,5;1,989004616;31;28;40;0;0;100;285;0;1947;3,289365952;12;18;1325;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2010;NK;NK;CF;20;1,477121255;20;13554;161;7,2;14,5;1,161368002;1,5;0,397940009;106,2;2,026124517;0,4;2,5;3,1;0,491361694;19,6;1,292256071;97,5;1,989004616;31;28;40;0;0;100;285;0;1571;3,196176185;8;17;1329;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2011;NK;NK;CF;19,2;1,465382851;21;12784;157;7,2;14,1;1,149219113;1,4;0,380211242;101,4;2,006037955;0,3;3,333333333;0,9;-0,045757491;19;1,278753601;84,3;1,925827575;31;28;40;0;0;100;285;0;1077;3,032215703;4;16;1787;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2012;NK;NK;CF;6,1;1,206825876;22;8823;117;7,2;14,9;1,173186268;1,5;0,397940009;114,6;2,059184618;0,4;2,5;3,6;0,556302501;18,2;1,260071388;110;2,041392685;31;28;40;0;0;100;285;0;1423;3,1532049;9;16;1219;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2013;NK;NK;CF;35;1,653212514;23;15272;168;7,3;13,3;1,123851641;1,4;0,380211242;156,9;2,195622944;0,4;2,5;2,4;0,380211242;18,2;1,260071388;68,5;1,835690571;31;28;40;0;0;100;285;0;1413;3,150142162;4;19;1737;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2014;NK;NK;CF;36,5;1,667452953;24;15595;179;6,7;15,7;1,195899652;1,4;0,380211242;149,9;2,175801633;0,4;2,5;29,8;1,474216264;18,2;1,260071388;128;2,10720997;31;28;40;0;0;100;285;0;1985;3,297760511;14;17;1361;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2015;NK;NK;CF;41,1;1,7084209;25;15280;191;7;14,6;1,164352856;1,3;0,361727836;115,8;2,063708559;0,4;2,5;0,1;-1;18,1;1,257678575;79;1,897627091;31;28;40;0;0;100;285;0;1985;3,297760511;10;16;1361;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2016;NK;NK;CF;29,5;1,596597096;26;13612;178;7;15,3;1,184691431;1,3;0,361727836;117,5;2,070037867;0,4;2,5;2,5;0,397940009;18,1;1,257678575;204;2,309630167;31;28;40;0;0;100;285;0;1985;3,297760511;12;16;1361;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2017;NK;NK;CF;17,2;1,434568904;27;11252;122;7,2;13,3;1,123851641;1,3;0,361727836;107,1;2,029789471;0,4;2,5;3,1;0,491361694;18,1;1,257678575;85;1,929418926;31;28;40;0;0;100;285;0;1985;3,297760511;8;16;1361;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;2018;NK;NK;CF;28;1,579783597;28;12665;162;7,1;15,4;1,187520721;1,3;0,361727836;102,4;2,010299957;0,4;2,5;0,1;-1;18,1;1,257678575;125;2,096910013;31;28;40;0;0;100;285;0;1985;3,297760511;7;18;1361;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;1991;NP;NP;CF;7,3;1,238046103;1;8661;71;7,6;14;1,146128036;1,3;0,361727836;92;1,963787827;0,7;1,428571429;3,5;0,544068044;21,1;1,324282455;79;1,897627091;31;28;40;0;65;0;150;0;688;2,837588438;10;19;502;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R;P
31Chongqing;Chongqing;1992;NP;NP;CF;42,2;1,717670503;2;20694;254;8,1;15,4;1,187520721;1,4;0,380211242;90;1,954242509;0,6;1,666666667;7;0,84509804;17,5;1,243038049;74;1,86923172;31;28;40;0;65;0;300;0;1361;3,133858125;9;15;1478;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;1993;NP;NP;CF;47,9;1,762678564;3;14729;224;7,9;14,6;1,164352856;1,3;0,361727836;82;1,913813852;0,8;1,25;9;0,954242509;17,5;1,243038049;75;1,875061263;31;28;40;0;65;0;300;0;1668;3,222196046;9;19;1212;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;1994;NP;NP;CF;65,4;1,877371346;4;20834;294;7,6;14,7;1,167317335;1,3;0,361727836;84;1,924279286;0,9;1,111111111;5,3;0,72427587;17,5;1,243038049;71;1,851258349;31;28;40;0;65;0;300;0;1420;3,152288344;6;15;1682;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;1995;NP;NP;CF;35,8;1,660865478;5;19889;231;7,3;14,3;1,155336037;1,4;0,380211242;80;1,903089987;0,9;1,111111111;22,4;1,350248018;18,1;1,257678575;89;1,949390007;31;28;40;0;65;0;300;0;1369;3,136403448;11;15;1497;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;1996;NP;NP;CF;40;1,698970004;6;19685;238;7,3;13,5;1,130333768;1,4;0,380211242;88,8;1,948412966;0,9;1,111111111;16,9;1,227886705;18,8;1,274157849;55,5;1,744292983;31;28;40;0;65;0;300;0;1152;3,061452479;11;17;1389;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;1997;NP;NP;CF;34,2;1,645422269;7;16718;211;7;14,2;1,152288344;1,4;0,380211242;88,3;1,945960704;0,9;1,111111111;11,5;1,06069784;18,9;1,276461804;73,9;1,868644438;31;28;40;0;52;0;285;0;1302;3,114610984;9;15;1427;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
31Chongqing;Chongqing;1998;NP;NP;CF;30;1,602059991;8;14527;177;7;14,1;1,149219113;1,5;0,397940009;94,3;1,974511693;0,9;1,111111111;12,7;1,103803721;18,9;1,276461804;66,5;1,822821645;31;28;40;0;52;0;285;0;2416;3,38309693;16;15;1262;Weathered purple mudstone of shaximiao formation in Jurassic ;Purple soil;R-W;PU
