Sitename;Sitename1;Year;Treatments;Treatment;Treats;NUEagro;log_NUE;Ysn;Yield;Noutput;pH;SOC;log_SOC;TN;log_TN;AN;log_AN;TP;log_TP;AP;log_AP;TK;log_TK;AK;log_AK;Clay; Silt;Sand;TCI;TPI;TKI ;TNI;Ratio;PREg;log_PREg;Daynumber;TEMm;SSHg;PM;ST;CT;CT1
25Mengcheng ;Mengcheng ;1983;NPK;NPK;CF;34,1;1,644438589;2;10290;115;7,1;6;0,77815125;0,9;0,278753601;88,3;1,945960704;0,3;3,333333333;11,3;1,053078443;18;1,255272505;108;2,033423755;19;42;37;0;39;112;180;0;1367;3,135768515;10;27;2761;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1984;NPK;NPK;CF;33,8;1,641474111;3;10019;114;7,1;6,5;0,812913357;0,9;0,278753601;92,6;1,966610987;0,3;3,333333333;11;1,041392685;18;1,255272505;111,5;2,047274867;19;42;37;0;39;112;180;0;1530;3,184691431;10;28;2749;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1985;NPK;NPK;CF;33,5;1,638489257;4;9749;112;7,1;6,5;0,812913357;0,9;0,278753601;92,6;1,966610987;0,3;3,333333333;11;1,041392685;18;1,255272505;111,5;2,047274867;19;42;37;0;39;112;180;0;1389;3,142702246;8;26;2801;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1986;NPK;NPK;CF;42,2;1,717670503;5;10402;121;7,1;6,5;0,812913357;0,9;0,278753601;92,6;1,966610987;0,3;3,333333333;11;1,041392685;18;1,255272505;111,5;2,047274867;19;42;37;0;39;112;180;0;1139;3,056523724;7;15;3003;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1987;NPK;NPK;CF;39,4;1,693726949;6;9849;113;7,1;7;0,84509804;1;0,301029996;96,8;1,985875357;0,3;3,333333333;10,7;1,029383778;18;1,255272505;115;2,06069784;19;42;37;0;39;112;180;0;1036;3,015359755;10;15;3093;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1988;NPK;NPK;CF;43;1,72427587;7;10492;122;7,1;7;0,84509804;1;0,301029996;98,9;1,995196292;0,3;3,333333333;12;1,079181246;18;1,255272505;102;2,008600172;19;42;37;0;39;112;180;0;1016;3,006893708;8;15;3109;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1989;NPK;NPK;CF;51;1,785329835;8;11055;130;7,1;7;0,84509804;1;0,301029996;98,9;1,995196292;0,3;3,333333333;12;1,079181246;18;1,255272505;102;2,008600172;19;42;37;0;39;112;180;0;1395;3,144574208;13;15;2525;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1990;NPK;NPK;CF;23,8;1,5289167;9;8217;94;7,1;7;0,84509804;1;0,301029996;98,9;1,995196292;0,3;3,333333333;12;1,079181246;18;1,255272505;102;2,008600172;19;42;37;0;39;112;180;0;1262;3,101059355;12;15;2875;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1991;NPK;NPK;CF;34,4;1,64738297;10;10447;125;7,1;7;0,84509804;1;0,301029996;101;2,004321374;0,3;3,333333333;13,2;1,120573931;18;1,255272505;89;1,949390007;19;42;37;0;39;112;180;0;1404;3,147367108;5;15;2768;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1992;NPK;NPK;CF;40,9;1,706717782;11;11860;140;7,1;7,1;0,851258349;1;0,301029996;95,9;1,981818607;0,3;3,333333333;15,3;1,184691431;18;1,255272505;89,8;1,953276337;19;42;37;0;39;112;180;0;1184;3,073351702;12;15;3018;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1993;NPK;NPK;CF;41,3;1,710117365;12;11935;140;7,1;7,1;0,851258349;1;0,301029996;95,9;1,981818607;0,3;3,333333333;15,3;1,184691431;18;1,255272505;89,8;1,953276337;19;42;37;0;39;112;180;0;1195;3,077367905;5;15;2894;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1994;NPK;NPK;CF;83,1;1,968949681;13;16413;217;6,8;7,1;0,851258349;1;0,301029996;95,9;1,981818607;0,3;3,333333333;15,3;1,184691431;18;1,255272505;89,8;1,953276337;19;42;37;0;39;112;180;0;939;2,972665592;7;16;3201;Lacustrine sediment;Lime concretion black soil;W-M;U
25Mengcheng;Mengcheng ;1995;NPK;NPK;CF;83,9;1,972665592;14;17518;234;6,7;7,2;0,857332496;0,9;0,278753601;90,7;1,957607287;0,3;3,333333333;17,4;1,240549248;18;1,255272505;90,5;1,956648579;19;42;37;0;39;112;180;0;1140;3,056904851;12;16;3189;Lacustrine sediment;Lime concretion black soil;W-M;U
25Mengcheng;Mengcheng ;1996;NPK;NPK;CF;84,4;1,974971994;15;16573;228;6,7;7,1;0,851258349;0,9;0,278753601;82,8;1,918030337;0,3;3,333333333;16,3;1,212187604;18;1,255272505;76,6;1,88422877;19;42;37;0;39;112;180;0;2335;3,368286885;14;15;2956;Lacustrine sediment;Lime concretion black soil;W-M;U
25Mengcheng;Mengcheng ;1997;NPK;NPK;CF;102,1;2,049605613;16;20718;280;7,1;6,9;0,838849091;0,9;0,278753601;74,8;1,873901598;0,3;3,333333333;15,2;1,181843588;18;1,255272505;62,7;1,797267541;19;42;37;0;39;112;180;0;1407;3,148294097;12;16;3202;Lacustrine sediment;Lime concretion black soil;W-M;U
25Mengcheng;Mengcheng ;1998;NPK;NPK;CF;53,9;1,805500858;17;13691;159;6,6;7,5;0,875061263;0,9;0,278753601;98,3;1,992553518;0,3;3,333333333;15,5;1,190331698;18;1,255272505;63;1,799340549;19;42;37;0;39;112;180;0;1382;3,140508043;5;16;2942;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1999;NPK;NPK;CF;52,8;1,797959644;18;13188;154;6,1;8,1;0,908485019;0,9;0,278753601;121,7;2,085290578;0,4;2,5;15,8;1,198657087;18;1,255272505;63,3;1,80140371;19;42;37;0;39;112;180;0;769;2,88592634;10;16;2889;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2000;NPK;NPK;CF;53,9;1,805500858;19;12416;149;6,3;8,7;0,939519253;1;0,301029996;110,1;2,041787319;0,3;3,333333333;17,9;1,252853031;18;1,255272505;70,2;1,846337112;19;42;37;0;39;112;180;0;1449;3,161068385;5;16;2784;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2001;NPK;NPK;CF;53,1;1,800029359;20;13687;165;6,4;9,2;0,963787827;1,1;0,322219295;98,5;1,99343623;0,3;3,333333333;20;1,301029996;18;1,255272505;77,2;1,8876173;19;42;37;0;39;112;180;0;1010;3,004321374;9;16;2941;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2002;NPK;NPK;CF;59;1,838849091;21;12816;157;6,7;9,3;0,968482949;1,1;0,322219295;88,5;1,946943271;0,3;3,333333333;16,9;1,227886705;18;1,255272505;74,5;1,872156273;19;42;37;0;39;112;180;0;1145;3,058805487;10;16;3187;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2003;NPK;NPK;CF;67,8;1,890979597;22;14442;176;6,9;9,4;0,973127854;1,1;0,322219295;78,5;1,894869657;0,4;2,5;13,9;1,1430148;18;1,255272505;71,9;1,85672889;19;42;37;0;39;112;180;0;2076;3,317227349;14;15;2611;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2004;NPK;NPK;CF;50,7;1,783188691;23;11370;134;6,6;9,5;0,977723605;1,1;0,322219295;76,4;1,883093359;0,4;2,5;15,1;1,178976947;18;1,255272505;78,6;1,895422546;19;42;37;0;39;112;180;0;923;2,965201701;5;16;3095;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2005;NPK;NPK;CF;43,4;1,727541257;24;9644;121;6,3;9,6;0,982271233;1,1;0,322219295;74,2;1,870403905;0,4;2,5;16,3;1,212187604;18;1,255272505;85,4;1,931457871;19;42;37;0;39;112;180;0;2019;3,305136319;15;16;2607;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2006;NPK;NPK;CF;52,7;1,797267541;25;10956;135;6,1;9;0,954242509;1;0,301029996;86,9;1,939019776;0,3;3,333333333;16,2;1,209515015;18;1,255272505;78,7;1,895974732;19;42;37;0;39;112;180;0;1294;3,111934276;10;16;2713;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2007;NPK;NPK;CF;71,5;1,911157609;26;12790;158;5,8;8,4;0,924279286;1;0,301029996;99,7;1,998695158;0,3;3,333333333;16,1;1,206825876;18;1,255272505;71,9;1,85672889;19;42;37;0;39;112;180;0;2291;3,360025089;14;17;2786;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2008;NPK;NPK;CF;77,5;1,942008053;27;13643;170;5,8;8,5;0,929418926;1;0,301029996;90,4;1,95616843;0,3;3,333333333;14,7;1,167317335;18;1,255272505;79,2;1,898725182;19;42;37;0;39;112;180;0;1378;3,139249218;9;16;2517;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2009;NPK;NPK;CF;83;1,968482949;28;13373;168;5,8;8,5;0,929418926;1;0,301029996;81,1;1,909020854;0,4;2,5;13,4;1,127104798;18;1,255272505;86,5;1,937016107;19;42;37;0;39;112;180;0;1245;3,095169351;11;16;2557;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2010;NPK;NPK;CF;87,8;1,990338855;29;14260;174;5,7;8,4;0,924279286;1;0,301029996;82,2;1,914871818;0,3;3,333333333;13,7;1,136720567;18;1,255272505;89,3;1,950851459;19;42;37;0;39;112;180;0;1027;3,011570444;7;16;2893;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2011;NPK;NPK;CF;64,1;1,869818208;30;11035;137;5,5;8,2;0,913813852;1;0,301029996;83,2;1,920123326;0,3;3,333333333;13,9;1,1430148;18;1,255272505;92,2;1,964730921;19;42;37;0;39;112;180;0;1270;3,103803721;10;15;2608;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2012;NPK;NPK;CF;74,3;1,925827575;31;13227;161;5,9;9,1;0,959041392;0,9;0,278753601;74,3;1,870988814;0,4;2,5;11,4;1,056904851;18;1,255272505;106,2;2,026124517;19;42;37;0;39;112;180;0;1208;3,082066934;8;15;2927;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2013;NPK;NPK;CF;86,4;1,984077034;32;14388;179;5,8;10;1;0,8;0,255272505;93,9;1,972665592;0,4;2,5;22;1,342422681;18;1,255272505;143,1;2,155639634;19;42;37;0;39;112;180;0;1546;3,18920949;8;16;3122;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2014;NPK;NPK;CF;74,4;1,926342447;33;14595;181;5,5;11,5;1,06069784;1,2;0,342422681;82,4;1,915927212;0,3;3,333333333;21,1;1,324282455;18;1,255272505;99,6;1,998259338;19;42;37;0;39;112;210;0;1348;3,129689892;14;15;3093;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2015;NPK;NPK;CF;70,5;1,90579588;34;14206;180;5,6;8,2;0,913813852;1;0,301029996;74,5;1,872156273;0,3;3,333333333;15,5;1,190331698;18;1,255272505;131,2;2,117933835;19;42;37;0;39;112;210;0;1348;3,129689892;6;15;3093;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2016;NPK;NPK;CF;62,7;1,861534411;35;12259;151;5,8;8,2;0,913813852;0,9;0,278753601;89,3;1,950851459;0,3;3,333333333;22,4;1,350248018;18;1,255272505;103,5;2,01494035;19;42;37;0;39;112;210;0;1348;3,129689892;10;16;3093;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2017;NPK;NPK;CF;62,7;1,861534411;36;13031;161;6;7,7;0,886490725;1;0,301029996;108,8;2,036628895;0,3;3,333333333;19,1;1,281033367;18;1,255272505;109,9;2,040997692;19;42;37;0;39;112;210;0;1348;3,129689892;18;16;3093;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2018;NPK;NPK;CF;41;1,707570176;37;9386;114;6,2;7,2;0,857332496;1,1;0,322219295;128,3;2,108226656;0,3;3,333333333;15,7;1,195899652;18;1,255272505;116,3;2,065579715;19;42;37;0;39;112;210;0;1348;3,129689892;8;24;3093;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1983;NPKMp;NPKM;MIXF;27,5;1,574031268;2;10174;125;7,2;6,1;0,785329835;0,9;0,278753601;101;2,004321374;0,4;2,5;12,1;1,08278537;21;1,322219295;110;2,041392685;19;42;37;1652;79;147;257;30;1367;3,135768515;10;15;2761;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1983;NPKMc;NPKM;MIXF;32,4;1,627365857;2;11730;143;7,3;6;0,77815125;0,9;0,278753601;125;2,096910013;0,4;2,5;10,9;1,037426498;21;1,322219295;131;2,117271296;19;42;37;4548;90;159;275;35;1367;3,135768515;10;15;2761;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1984;NPKMp;NPKM;MIXF;31,1;1,613841822;3;10705;133;7,2;6,7;0,826074803;1,1;0,322219295;107,5;2,031408464;0,4;2,5;14,7;1,167317335;21;1,322219295;111,5;2,047274867;19;42;37;1652;79;147;257;30;1530;3,184691431;10;15;2749;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1984;NPKMc;NPKM;MIXF;33,7;1,640481437;3;11811;146;7,3;7,6;0,880813592;1,1;0,322219295;128,8;2,109915863;0,4;2,5;18,6;1,269512944;21;1,322219295;159,5;2,202760687;19;42;37;4548;90;159;275;35;1530;3,184691431;10;15;2749;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1985;NPKMp;NPKM;MIXF;34,7;1,650307523;4;11236;141;7,2;6,7;0,826074803;1,1;0,322219295;107,5;2,031408464;0,4;2,5;14,7;1,167317335;21;1,322219295;111,5;2,047274867;19;42;37;1652;79;147;257;30;1389;3,142702246;8;15;2801;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1985;NPKMc;NPKM;MIXF;35,1;1,654176542;4;11892;148;7,3;7,6;0,880813592;1,1;0,322219295;128,8;2,109915863;0,4;2,5;18,6;1,269512944;21;1,322219295;159,5;2,202760687;19;42;37;4548;90;159;275;35;1389;3,142702246;8;15;2801;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1986;NPKMp;NPKM;MIXF;38,5;1,685741739;5;11492;144;7,2;6,7;0,826074803;1,1;0,322219295;107,5;2,031408464;0,4;2,5;14,7;1,167317335;21;1,322219295;111,5;2,047274867;19;42;37;1652;79;147;257;30;1139;3,056523724;7;15;3003;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1986;NPKMc;NPKM;MIXF;38,8;1,688419822;5;12100;152;7,3;7,6;0,880813592;1,1;0,322219295;128,8;2,109915863;0,4;2,5;18,6;1,269512944;21;1,322219295;159,5;2,202760687;19;42;37;4548;90;159;275;35;1139;3,056523724;7;15;3003;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1987;NPKMp;NPKM;MIXF;33,7;1,640481437;6;10504;128;7,2;7,3;0,86332286;1,2;0,342422681;114;2,056904851;0,4;2,5;17,2;1,235528447;21;1,322219295;113;2,053078443;19;42;37;1652;79;147;257;30;1036;3,015359755;10;15;3093;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1987;NPKMc;NPKM;MIXF;34,9;1,652246341;6;11221;138;7,3;9,1;0,959041392;1,2;0,342422681;132,5;2,122215878;0,4;2,5;26,3;1,419955748;21;1,322219295;188;2,274157849;19;42;37;4548;90;159;275;35;1036;3,015359755;10;15;3093;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1988;NPKMp;NPKM;MIXF;35,9;1,661812686;7;11064;137;7,2;7,9;0,897627091;1,2;0,342422681;115,5;2,062581984;0,4;2,5;19,7;1,294466226;21;1,322219295;119,9;2,078819183;19;42;37;1652;79;147;257;30;1016;3,006893708;8;15;3109;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1988;NPKMc;NPKM;MIXF;36,6;1,668385917;7;11713;146;7,3;11,6;1,064457989;1,2;0,342422681;127,3;2,104828404;0,5;2;33,9;1,530199698;21;1,322219295;178,5;2,25163822;19;42;37;4548;90;159;275;35;1016;3,006893708;8;15;3109;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1989;NPKMp;NPKM;MIXF;42,3;1,718501689;8;11747;146;7,2;7,9;0,897627091;1,2;0,342422681;115,5;2,062581984;0,4;2,5;19,7;1,294466226;21;1,322219295;119,9;2,078819183;19;42;37;1652;79;147;257;30;1395;3,144574208;13;15;2525;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1989;NPKMc;NPKM;MIXF;42,5;1,720159303;8;12308;155;7,3;11,6;1,064457989;1,2;0,342422681;127,3;2,104828404;0,5;2;33,9;1,530199698;21;1,322219295;178,5;2,25163822;19;42;37;4548;90;159;275;35;1395;3,144574208;13;15;2525;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1990;NPKMp;NPKM;MIXF;28,3;1,583198774;9;10471;124;7,2;7,9;0,897627091;1,2;0,342422681;115,5;2,062581984;0,4;2,5;19,7;1,294466226;21;1,322219295;119,9;2,078819183;19;42;37;1652;79;147;257;30;1262;3,101059355;12;15;2875;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1990;NPKMc;NPKM;MIXF;31,5;1,618048097;9;11568;138;7,3;11,6;1,064457989;1,2;0,342422681;127,3;2,104828404;0,5;2;33,9;1,530199698;21;1,322219295;178,5;2,25163822;19;42;37;4548;90;159;275;35;1262;3,101059355;12;15;2875;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1991;NPKMp;NPKM;MIXF;36,9;1,671172843;10;12730;158;7,2;8,4;0,924279286;1,2;0,342422681;117;2,068185862;0,4;2,5;22,1;1,344392274;21;1,322219295;126,7;2,102776615;19;42;37;1652;79;147;257;30;1404;3,147367108;5;15;2768;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1991;NPKMc;NPKM;MIXF;37,6;1,677606953;10;13414;166;7,3;14,1;1,149219113;1,2;0,342422681;122;2,086359831;0,5;2;41,5;1,618048097;21;1,322219295;169;2,227886705;19;42;37;4548;90;159;275;35;1404;3,147367108;5;15;2768;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1992;NPKMp;NPKM;MIXF;37,7;1,678518379;11;13230;163;7,2;9,4;0,973127854;1,1;0,322219295;127,2;2,104487111;0,4;2,5;25,6;1,408239965;21;1,322219295;124,5;2,095169351;19;42;37;1652;79;147;257;30;1184;3,073351702;12;15;3018;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1992;NPKMc;NPKM;MIXF;36,6;1,668385917;11;13362;167;7,3;14,9;1,173186268;1,3;0,361727836;149,7;2,1752218;0,6;1,666666667;60,6;1,782472624;21;1,322219295;246,1;2,391111614;19;42;37;4548;90;159;275;35;1184;3,073351702;12;15;3018;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1993;NPKMp;NPKM;MIXF;36,2;1,664641976;12;12855;159;7,2;9,4;0,973127854;1,1;0,322219295;127,2;2,104487111;0,4;2,5;25,6;1,408239965;21;1,322219295;124,5;2,095169351;19;42;37;1652;79;147;257;30;1195;3,077367905;5;15;2894;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1993;NPKMc;NPKM;MIXF;36,3;1,665580991;12;13267;166;7,3;14,9;1,173186268;1,3;0,361727836;149,7;2,1752218;0,6;1,666666667;60,6;1,782472624;21;1,322219295;246,1;2,391111614;19;42;37;4548;90;159;275;35;1195;3,077367905;5;15;2894;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1994;NPKMp;NPKM;MIXF;77;1,939519253;13;18956;265;6,9;9,4;0,973127854;1,1;0,322219295;127,2;2,104487111;0,4;2,5;25,6;1,408239965;21;1,322219295;124,5;2,095169351;19;42;37;1652;79;147;257;30;939;2,972665592;7;16;3201;Lacustrine sediment;Lime concretion black soil;W-M;U
25Mengcheng;Mengcheng ;1994;NPKMc;NPKM;MIXF;82,3;1,965201701;13;20776;293;7,2;14,9;1,173186268;1,3;0,361727836;149,7;2,1752218;0,6;1,666666667;60,6;1,782472624;21;1,322219295;246,1;2,391111614;19;42;37;4548;90;159;275;35;939;2,972665592;7;16;3201;Lacustrine sediment;Lime concretion black soil;W-M;U
25Mengcheng;Mengcheng ;1995;NPKMp;NPKM;MIXF;69;1,897627091;14;18785;260;7;10,4;1,017033339;1;0,301029996;137,3;2,137670537;0,4;2,5;29;1,462397998;21;1,322219295;122,3;2,087426457;19;42;37;1652;79;147;257;30;1140;3,056904851;12;16;3189;Lacustrine sediment;Lime concretion black soil;W-M;U
25Mengcheng;Mengcheng ;1995;NPKMc;NPKM;MIXF;91,4;2,006037955;14;23176;334;7,1;15,7;1,195899652;1,3;0,361727836;177,3;2,248708736;0,6;1,666666667;79,6;1,900913068;21;1,322219295;323,2;2,509471352;19;42;37;4548;90;159;275;35;1140;3,056904851;12;16;3189;Lacustrine sediment;Lime concretion black soil;W-M;U
25Mengcheng;Mengcheng ;1996;NPKMp;NPKM;MIXF;87,9;1,990782692;15;22681;302;7;10,8;1,033423755;1,2;0,342422681;135,2;2,130976692;0,4;2,5;32,6;1,5132176;21;1,322219295;114,5;2,058805487;19;42;37;1652;79;147;257;30;2335;3,368286885;14;15;2956;Lacustrine sediment;Lime concretion black soil;W-M;U
25Mengcheng;Mengcheng ;1996;NPKMc;NPKM;MIXF;111,8;2,085647288;15;27367;383;7;16,2;1,209515015;1,3;0,361727836;168,1;2,225567713;0,6;1,666666667;77,6;1,889861721;21;1,322219295;308,3;2,488973525;19;42;37;4548;90;159;275;35;2335;3,368286885;14;15;2956;Lacustrine sediment;Lime concretion black soil;W-M;U
25Mengcheng;Mengcheng ;1997;NPKMp;NPKM;MIXF;90,4;2,001733713;16;23499;328;7;11,1;1,045322979;1,3;0,361727836;133,1;2,124178055;0,5;2;36,2;1,558708571;21;1,322219295;106,7;2,028164419;19;42;37;1652;79;147;257;30;1407;3,148294097;12;16;3202;Lacustrine sediment;Lime concretion black soil;W-M;U
25Mengcheng;Mengcheng ;1997;NPKMc;NPKM;MIXF;93,9;2,016615548;16;24798;354;7,1;16,6;1,220108088;1,3;0,361727836;158,9;2,201123897;0,6;1,666666667;75,6;1,878521796;21;1,322219295;293,3;2,467312063;19;42;37;4548;90;159;275;35;1407;3,148294097;12;16;3202;Lacustrine sediment;Lime concretion black soil;W-M;U
25Mengcheng;Mengcheng ;1998;NPKMp;NPKM;MIXF;39,1;1,691081492;17;13570;162;7;11,9;1,075546961;1,3;0,361727836;149,4;2,174350597;0,5;2;43,6;1,639486489;21;1,322219295;120,2;2,079904468;19;42;37;1652;79;147;257;30;1382;3,140508043;5;16;2942;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1998;NPKMc;NPKM;MIXF;46,3;1,750508395;17;15393;189;7,2;18,6;1,269512944;1,5;0,397940009;164,7;2,216693599;0,6;1,666666667;79,4;1,899820502;21;1,322219295;412,7;2,615634469;19;42;37;4548;90;159;275;35;1382;3,140508043;5;16;2942;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1999;NPKMp;NPKM;MIXF;44,7;1,737987326;18;14428;174;7;12,6;1,100370545;1,4;0,380211242;165,7;2,219322508;0,5;2;51,1;1,7084209;21;1,322219295;133,7;2,126131407;19;42;37;1652;79;147;257;30;769;2,88592634;10;16;2889;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;1999;NPKMc;NPKM;MIXF;46,9;1,755112266;18;15142;188;7,2;20,5;1,311753861;1,6;0,414973348;170,5;2,231724383;0,6;1,666666667;83,1;1,919601024;21;1,322219295;532,1;2,725993259;19;42;37;4548;90;159;275;35;769;2,88592634;10;16;2889;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2000;NPKMp;NPKM;MIXF;45,7;1,745855195;19;14176;169;6,9;12,9;1,11058971;1,3;0,361727836;142,6;2,154119526;0,5;2;46,9;1,671172843;21;1,322219295;118,8;2,074816441;19;42;37;1652;79;147;257;30;1449;3,161068385;5;16;2784;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2000;NPKMc;NPKM;MIXF;48;1,763427994;19;14702;184;7,1;20,6;1,31386722;1,7;0,431363764;158,4;2,199755177;0,6;1,666666667;67,9;1,831869774;21;1,322219295;440,6;2,644044493;19;42;37;4548;90;159;275;35;1449;3,161068385;5;16;2784;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2001;NPKMp;NPKM;MIXF;36,8;1,670245853;20;13671;163;6,7;13,1;1,117271296;1,3;0,361727836;119,5;2,077367905;0,4;2,5;42,8;1,631443769;21;1,322219295;103,8;2,016197354;19;42;37;1652;79;147;257;30;1010;3,004321374;9;16;2941;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2001;NPKMc;NPKM;MIXF;42,4;1,719331287;20;14734;185;7;20,7;1,315970345;1,7;0,431363764;146,3;2,165244326;0,6;1,666666667;52,7;1,721810615;21;1,322219295;349,1;2,542949849;19;42;37;4548;90;159;275;35;1010;3,004321374;9;16;2941;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2002;NPKMp;NPKM;MIXF;51,3;1,787460475;21;14973;183;7,2;13,5;1,130333768;1,3;0,361727836;107,9;2,033021445;0,5;2;46,2;1,664641976;21;1,322219295;109,5;2,039414119;19;42;37;1652;79;147;257;30;1145;3,058805487;10;16;3187;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2002;NPKMc;NPKM;MIXF;52,6;1,796574333;21;15549;196;7,2;20,6;1,31386722;1,7;0,431363764;135,4;2,131618664;0,6;1,666666667;65,5;1,8162413;21;1,322219295;295,8;2,47099817;19;42;37;4548;90;159;275;35;1145;3,058805487;10;16;3187;Lacustrine sediment;Lime concretion black soil;W-S;U
25Mengcheng;Mengcheng ;2003;NPKMp;NPKM;MIXF;48,1;1,764176132;22;14542;177;7,1;13,9;1,1430148;1,4;0,380211242;96,2;1,983175072;0,6;1,666666667;49,5;1,694605199;21;1,322219295;115,2;2,061452479;19;42;37;1652;79;147;257;30;2076;3,317227349;14;15;2611;Lacustrine sediment;Lime concretion black soil;W-S;U
